text,label,score,source_url,char_len,word_len
"CHIC EVENTS DC MARKETPLACE FB GROUP VENDOR REGISTRATION - 1 month promotion (vendor will be able to promote its products One Day A Week for a month in the group) Desserts, Sweets & Other Treats General Vendor (home contractor, insurance agency, law office, etc.) Vendor Registration Fee. We accept a LIMITED number of Vendors per event. Please select the Vendor Type from the drop-down menu Artisans, Crafters and Independent Consultants - $55 (plus taxes) General and Non- Profit Organizations - $85 (plus taxes) CHIC EVENTS DC Marketplace FB Group Vendor -  $65 Payment Method (Pay via PayPal; you can pay with your credit card if you don’t have a PayPal account) Vendor Marketing and Promotion ($75 additional) - Vendor will be promoted once a day on the FB event,  every day for the duration of the event Please include the EXACT description of your products as you'd like to have it mentioned in the event (this will be copied and pasted in the online event exactly as you write it). Upload your Logo (required size 888 by 298 pixels, otherwise picture may look distorted). This image will be used to list your business on our website and on the event page) I have read and understand the Vendor Contract, Policies, Rules and Regulations VENDOR INFORMATION (please read carefully) Vendor will be officially registered for the event when registration form and payment are received. Registration fee is non refundable as your spot is being held and guaranteed in the event. Upon registration, you will receive an email confirming your participation in the event. One week before the virtual event opens, you will receive a second email with instructions and a detailed schedule for FB lives and posts, from which you can choose the days and times when you want to go live or you can submit posts; we strongly encourage you to participate every day in the virtual event. an e-commerce website, an Etsy or Facebook shop from where customers can purchase the items; the website you provide to us will be used for promotion of your business and general information on your products for the event. We also encourage you to join our Chic Events DC Arts & Crafts Marketplace group on Facebook where you can share and sell your items. Vendor is responsible for the all information included on their website, including but not limited to pictures, description and other details related to the items presented, as well as shipping and return policy.  Vendor must ship the item within 2 days from receiving the order. Vendor is responsible for any returns/ refunds. No items will be purchased from our website, nor are we affiliated with any transactions related to vendor’s products Virtual event will take place solely on Facebook (please check our Facebook page to see all upcoming events – , and will be shared on all Chic Events DC’s social media websites. The event lasts for 5 days – Monday through Friday, in which you will share and showcase your products through our Facebook event and through it, your website with the products will be available for purchase. The event will take place on Facebook, as listed below: CHIC EVENTS DC ARTS & CRAFTS MARKETPLACE GROUP This group will feature artwork from the artisans and crafters of Chic Events DC and will be promoted on all our social media pages. Please invite your family, friends, acquaintances to join the group – the more, the merrier! — Facebook event lives and posts (for Facebook event): Vendors are encouraged to use the Facebook event, as well as the Marketplace Group to promote their business and showcase their products and use the outreach we have in order to create more sales. Schedule for live participation and post submission will be emailed once vendor registration closes and will read as follows: — up to 1 hour Facebook Live — Tuesday and Thursday — up to 1 hour Facebook Posts — Monday, Wednesday and Friday Will take place on 2 dates: Tuesday and Thursdays from 11am to 6pm. As a vendor registered in the event you have the choice to participate in 1 or both dates for live events; we recommend both days. Choose the date(s) and time of your desired Facebook live. You have up to 1 hour for the presentation of your items, specials, promotions, etc. Please note times are assigned on a first come, first serve basis. How it works: You go live on your Facebook personal or business page (we recommend using the business page, as you will get more views and followers on your page) and then share your live in the Facebook event. One of our admins will approve your post as soon as you share it. Note: if you don’t want to do a Facebook live, you can also post a pre-recorded video presentation of your products during your Facebook live time slot. Do NOT delete your live post as soon as it ends; make sure you post it on your page as we are also sharing it in our groups and pages. As vendors registered in the event you will have the choice to participate in 1 or all 3 dates and submit posts of your promotions and/ or specials in the event; we recommend all 3 days. How it works: on Monday, Wednesday and Friday, vendors will choose a time slot of up to 1 hour to post in the event. Times for vendor posts are from 11am to 6pm every mentioned day. Please send us an email with your desired date(s) and time(s) for your presentation posts. Once you submit the posts, one of our admins will approve your post in the event. We recommend all participating Vendors to take advantage of our social media presence and submit as many posts as they can on a daily basis during the entire duration of the virtual event. Please keep in mind we do not promote each vendor participating in the event on a daily basis, unless they paid for the marketing and promotion, but we do promote and share the event all together. It’s Vendor’s responsibility to share and promote their products to the best of their knowledge in order to generate sales. Virtual Vendor Events will be promoted on all platforms as mentioned below, as well as paid advertising though Facebook, but as vendors participating in the event, we ask you to invite your contacts in the Facebook event; the more people, the more sales!! All events will be promoted on Chic Events DC media channels. All events will be promoted on Chic Events DC Facebook page – All events will be promoted on the Events in Washington DC, Virginia and Maryland Facebook group – All events will be promoted in the Vendor Events in DMV – All events will be promoted in the Professional Women in DMV meetup group – All events will be promoted in the Exhibitions, Events, Trade Shows, Fairs & Festivals in DMV – Exhibitions, Events, Trade Shows, Fairs & Festivals in DMV All events will be promoted in the Professional Women in DMV Facebook Group – All events will be promoted in Promote your Business in DC, MD and VA – All events will be promoted in the Vendors for Online Events (vendors from all around the world welcome!) – All events will be promoted in the Food Vendors & Events in Washington DC Metro Area – Food Vendors & Events in Washington DC Metro Area All events will be promoted in the Chic Events DC Arts & Crafts Marketplace –",NON-EVENT,0,https://chiceventsdc.com/2025-virtual-vendor-showcase-events/,7150,1263
"– group just relaunched September 28, 2022 –",EVENT,2,https://chiceventsdc.com/2025-virtual-vendor-showcase-events/,44,8
"** Note: Members and followers updated in September, 2022. These numbers may change as the members and followers of the groups and pages increase. **",NON-EVENT,1,https://chiceventsdc.com/2025-virtual-vendor-showcase-events/,149,25
"If you are a Vendor Interested in Registering for Multiple Events, please fill out the form below with all the information. Registration Fees are per event. Please note that in order to complete your registration and have your participation confirmed, you need to submit both the To register for more than 1 event, please fill out the Online Multiple Events Vendor Registration Form below, or you can fill out the pdf form (click on the link – 2025 MULTIPLE EVENTS REGISTRATION FORM ) and email it back to us. The process is detailed below: once you submit the Vendor Registration form, you will receive an invoice including all the festivals you listed in the form, as well as any additional notes as corner booth, prime location, electricity, etc. Upon delivery of the invoice, the credit card included in the registration form will be processed in the amount shown on the invoice and, if transaction is completed, a confirmation email will be sent to the email address listed in the registration form. The invoice will come from Royal Events Group, our parent company. To benefit from the Multiple Events Discount, payment for all events must be made at the same time. For Past and Expected Attendance per event, please visit each Festival Category for specific events. *** Around The World Festival and ALL Christmas Markets DO NOT count, nor qualify for the Multiple Events Discount *** Vendor Booth Fees in this form are noted as a range, because vendor fees vary depending on the event category. To view the exact vendor fee to the event you are interested in, please visit the 2025 Single Event Vendor Registration Form and click on the event you are interested in attending. Once payment is processed and E-mail (please use your best contact email address as this will be used to receive further information on event's day logistics). Which events are you interested in attending (list below includes both IN-PERSON and VIRTUAL events)",NON-EVENT,0,https://chiceventsdc.com/2025-multiple-events-vendor-registration/,1944,328
"JULY 20, 2025-SILVER SPRING INTERNATIONAL FOOD & CRAFT FESTIVAL – VETERANS PLAZA, SILVER SPRING. MD (1pm – 7pm) AUGUST 23, 2025– AROUND THE WORLD CULTURAL FOOD FESTIVAL – ORONOCO BAY PARK, ALEXANDRIA, VA (11am – 7pm) AUGUST 30, 2025  – FREDERICK END OF SUMMER CELEBRATION - CARROLL CREEK PARK, FREDERICK, MD (11am – 5pm) SEPTEMBER 7, 2025 – SILVER SPRING END OF SUMMER CELEBRATION – VETERANS PLAZA, SILVER SPRING, MD (2pm – 7pm) SEPTEMBER 13, 2025 – OLD TOWN MANASSAS ART SHOW AND CRAFT FALL FAIR – MANASSAS MUSEUM, MANASSAS, VA (10am – 4pm) SEPTEMBER 20, 2025  – OKTOBERFEST in OLD TOWN MANASSAS  – MANASSAS MUSEUM, MANASSAS, VA (10am – 5pm) SEPTEMBER 27, 2025 – ALEXANDRIA OKTOBERFEST @ JOHN CARLYLE SQUARE, ALEXANDRIA, VA (11am – 6pm) OCTOBER 25, 2025  - WOODBRIDGE/ STONEBRIDGE FALL-O-WEEN  - STONEBRIDGE, WOODBRIDGE, VA (11am – 5pm) OCTOBER 26, 2025  - OLD TOWN MANASSAS FALL-O-WEEN  - MANASSAS MUSEUM, MANASSAS, VA (10am – 4pm) OCTOBER 26, 2025  ~ FALL-O-WEEN IN SILVER SPRING – VETERANS PLAZA, SILVER SPRING, MD (12pm – 5pm) NOVEMBER 1, 2025 - ALEXANDRIA FALL-O-WEEN - JOHN CARLYLE SQUARE, ALEXANDRIA, VA (11am – 5pm) NOVEMBER 21, 2025 – WOODBRIDGE/ STONEBRIDGE CHRISTMAS MARKET AND HOLIDAY CRAFT SHOW ~ STONEBRIDGE, WOODBRIDGE VA (5pm – 9pm) NOVEMBER 29, 2025 – OLD TOWN MANASSAS CHRISTMAS MARKET AND HOLIDAY CRAFT SHOW  - MANASSAS MUSEUM, MANASSAS,  VA (10am – 3pm)",EVENT,2,https://chiceventsdc.com/2025-multiple-events-vendor-registration/,1374,228
"NOVEMBER 29th – NATIONAL HARBOR CHRISTMAS MARKET AND HOLIDAY CRAFT SHOW – AMERICAN WAY PARK, NATIONAL HARBOR, MD (12pm – 6pm) NOVEMBER 30th – NATIONAL HARBOR CHRISTMAS MARKET AND HOLIDAY CRAFT SHOW – AMERICAN WAY PARK, NATIONAL HARBOR, MD (12pm – 6pm) DECEMBER 6th  – NATIONAL HARBOR CHRISTMAS MARKET AND HOLIDAY CRAFT SHOW – AMERICAN WAY PARK, NATIONAL HARBOR, MD (12pm – 6pm) DECEMBER 7th  – NATIONAL HARBOR CHRISTMAS MARKET AND HOLIDAY CRAFT SHOW – AMERICAN WAY PARK, NATIONAL HARBOR, MD (12pm – 6pm)",NON-EVENT,1,https://chiceventsdc.com/2025-multiple-events-vendor-registration/,503,84
"DECEMBER 7, 2025 – SILVER SPRING CHRISTMAS MARKET AND HOLIDAY CRAFT SHOW – VETERANS PLAZA, SILVER SPRING, MD (12pm – 4pm) DECEMBER 13, 2025  – OLD TOWN ALEXANDRIA CHRISTMAS MARKET AND HOLIDAY CRAFT SHOW – JOHN CARYLE SQUARE, ALEXANDRIA, VA (11am – 4pm)",EVENT,2,https://chiceventsdc.com/2025-multiple-events-vendor-registration/,252,43
"DECEMBER 13th  – NATIONAL HARBOR CHRISTMAS MARKET AND HOLIDAY CRAFT SHOW – AMERICAN WAY PARK, NATIONAL HARBOR, MD (12pm – 6pm) DECEMBER 14th – NATIONAL HARBOR CHRISTMAS MARKET AND HOLIDAY CRAFT SHOW – AMERICAN WAY PARK, NATIONAL HARBOR, MD (12pm – 6pm) DECEMBER 20th – NATIONAL HARBOR CHRISTMAS MARKET AND HOLIDAY CRAFT SHOW – AMERICAN WAY PARK, NATIONAL HARBOR, MD (12pm – 6pm)",NON-EVENT,1,https://chiceventsdc.com/2025-multiple-events-vendor-registration/,378,63
"DECEMBER 20, 2025 – WOODBRIDGE/ STONEBRIDGE ARTS & CRAFTS CHRISTMAS MARKET AND HOLIDAY CRAFT SHOW - STONEBRIDGE, WOODBRIDGE VA (5pm – 9pm)",EVENT,3,https://chiceventsdc.com/2025-multiple-events-vendor-registration/,138,22
"DECEMBER 21st – NATIONAL HARBOR CHRISTMAS MARKET AND HOLIDAY CRAFT SHOW – AMERICAN WAY PARK, NATIONAL HARBOR, MD (12pm – 6pm) If Vendor registers for ONE event ONLY, a $15 processing fee will be added to the total amount included in the invoice; please use the SINGLE VENDOR REGISTRATION FORM if you register for only 1 event. There is NO processing fee for Multiple Events Registration Clothing & Accessories (handmade products only) Vendor Booth Payment (fees vary based on the event type. Fees are per event. For for specific pricing, please check each event's registration page) Arts & Crafts Single Booth, 10x10 - $145-$399 Arts & Crafts Double Booth, 10x20 - $245-$449 Clothing & Accessories Single Booth, 10x10 - $165-$359 Clothing & Accessories Double Booth, 10x20 - $265-$549 Independent Consultants for Direct Sales Single Booth, 10x10 - $165-$299 Independent Consultants for Direct Sales Double Booth, 10x20 - $265-$449 Ice Cream Single Booth, 10x10 Space - $199 - $695 Ice Cream Truck - $299-$695 Snow Cone/ Shaved Ice Truck - $299 - $695 Snow Cone/ Shaved Ice, Single Booth, 10x10 Space - $199 - $695 Smoothies Single Booth, 10x10 Space - $199 - $695 Smoothies Truck - $299 - $695 Desserts, Treats & Spices Vendor Single Booth, 10x10 - $199-$699 Desserts, Treats & Spices Vendor Double Booth or Truck, 10x20 - $299-$799 Food Truck - $495 - $1,299 Food Tent Vendor Single Booth - $495 - $1,299 Food Tent Vendor Double Booth, 10x20 - $699 - $1,980 General Vendor Single Booth, 10x10 - $365 - $549 General Vendor Double Booth, 10x20 -  $645 - $899 Non-Profit Organization - $249 - $499 Credit Card Type (we do not take Amex and Discover) Additional Notes/ Requests (available on a first come, first serve basis). Fees vary depending on the event type. You will receive a separate invoice for it. Prime Booth Location ($45 - $75 additional) Corner Booth ($40 - $65 additional) Specific booth request - includes electricity request, where available ($35 additional) Tent Rental ($105 - $255 additional - includes tent weights, set up and break down) Vendor Marketing and Promotion ($50 - $250 additional) - Vendor will be promoted on all Chic Events DC's social media channels once a week for 4 weeks prior to the event date.",NON-EVENT,1,https://chiceventsdc.com/2025-multiple-events-vendor-registration/,2233,377
"White, NO Inscriptions Tents Are Required for all National Harbor events and the December 14, 2024 - Alexandria Christmas Market. Do you have a White No Inscriptions tent",EVENT,2,https://chiceventsdc.com/2025-multiple-events-vendor-registration/,170,28
"No (you are required to have a white, no inscriptions tent for this event) I need a tent (we provide tent rentals for this event for $165/ tent. Set up and break down included) Expiration Date (i.e. 06/22 list as 0622) Security Code/ CVV (3 digit number on the back of the card for Visa and MasterCard; AMEX not accepted) With the new refund policy from Square, processing fees will no longer be refunded, in case of a cancellation request happening within 30 minutes from the charge time. The reason for this change is to align with evolving costs from Square's network and payment partners and match current industry standards. Processing fees are calculated at 4.1% of the total invoice amount. In special cases as the COVID-19 pandemic, vendor understands that no refunds will be processed as to already inquired expenses on organizer’s behalf as venue rental fees, permits and licenses, advertising and promotion, etc. Organizer will work with vendors to offer credit options towards another festivals and events in the coming year, hence 2026; a tentative schedule of events will be released by mid/ late 2025.",NON-EVENT,0,https://chiceventsdc.com/2025-multiple-events-vendor-registration/,1116,187
"Chic Events DC is the producer of several cultural events, arts and crafts fairs, fashion shows, arts exhibitions, business and networking events and much more in the Washington DC, Virginia and Maryland. The Silver Spring Arts & Crafts seasonal fairs, the Around The World Cultural Food Festival and World Heritage festivals, and the Professional Women in DMV Networking events are just a few of the company’s signature events.",NON-EVENT,1,https://chiceventsdc.com/about/,428,68
"Cool Attendees only in 2024 Festivals in Washington DC area since 2015 Are you a Visitor or a Vendor? Click below to choose 🙂 We look forward to have you ENJOY our events! We look forward to have you JOIN our events! 2025 VENDOR REGISTRATION IS NOW OPEN If you are an Arts & Crafts, Food or Dessert, Direct Sales or General Vendor interested in participating in our event, register online at Welcome to Chic Events DC Come join our next event! Either as a Vendor or an Attendee, you will have a great time experiencing our array of uniquely themed events.",NON-EVENT,1,https://chiceventsdc.com/,555,102
"Whether you enjoy Arts & Crafts fairs, or want to experience the Culture and Traditions of different countries through food and cultural performances, or only to have fun on a Saturday or Sunday afternoon at one of our Family Fun events, then make sure you check out our 2025 Schedule of Festivals happening in the Washington DC Metro Area, Virginia and Maryland.",EVENT,2,https://chiceventsdc.com/,363,62
"CLICK HERE FOR VENDOR REGISTRATION FOR THE 2025 EVENTS 2025 SCHEDULE OF LIVE EVENTS CLICK HERE FOR VENDOR REGISTRATION CLICK HERE TO JOIN THE FACEBOOK GROUP Check out our newest Arts & Crafts Marketplace Group and the upcoming Virtual Marketplace Events! ENTER THE ARTS & CRAFTS MARKETPLACE GROUP Thank you so much for having us! It is our pleasure to be a part of your events. We are looking forward to next ones. T-Mobile, Brand Experience Assistant Manager Thank you for having Birds and Bees Boutique at the last event. We had a wonderful time and it was very well-organized.  We look forward to participating in the future. Owner,  Birds and Bees Boutique Thank you so much for putting on the amazing festival! The kids had an absolute blast and so did the parents! We had an excellent turnout and the sales were great! This is EXACTLY what I hoped it would be, total diversity, sampling people and food from all over the world. Standing here in the beer tent, looking at Hawaii, India, and Peru, side by side by side!! Attended the Around The World Cultural Food Festival in Washington DC Thanks for a beautiful festival today! Weather couldn’t have been better and loved to see all the kites in the sky! Attended the Festival of Kites at Ida Lee Park in Leesburg, VA Our entire family had a great time! Food was amazing and the selection of small vendors was great! Cannot wait for the next event. Attended World Heritage Festival at Riverfront Park in Fredericksburg, VA What Small Business Owners Need To Know About The New Round Of PPP Loans Do you qualify? And if so. where do you apply? Well… we have some answers below:   Round 2 of the SBA’s Paycheck Protection Program As more and more small business are struggling with making ends meet during this pandemic, we wanted to see if there are any options for Transition from Live to Virtual Events As we are all cooped up inside our homes and under the “stay at home” order which most states have in place currently, the events How to have a successful booth at vendor events Here are our top seven tips:   Keep It Simple. Keep your display simple and eye catching. … Draw People In. Make sure there’s a Vendors Due Your Diligence on Competition We have created this short weekly blog only to provide more help understanding both Vendors and Event Organizers and create a common ground for both I recently joined a Facebook group of arts & crafts vendors and while reading through different posts and comments, I realized that a lot of Come Join Us in the",NON-EVENT,1,https://chiceventsdc.com/,2517,447
Around The World Cultural Food Festival WE ARE COMING BACK IN 2025,NON-EVENT,1,https://chiceventsdc.com/around-the-world-cultural-food-festival/,66,12
"We are excited to announce that the Around the World Cultural Food festival is coming back in 2025 at ORONOCO BAY PARK, downtown Old Town Alexandria, VA, on Saturday, August 23, 2025 from 11 AM – 7 PM!!",EVENT,3,https://chiceventsdc.com/around-the-world-cultural-food-festival/,202,38
"Oronoco Bay Park is a 4.5-acre park located on the waterfront, which allows for social distancing and the ability for everyone to comply with CDC’s and County’s covid regulations. The event is ADMISSION FREE, with plenty of food and beverages available for purchase. Come enjoy delicious foods from around the world while watching a diverse folk show with singers and dancers from different countries, as well as a fashion show with traditional outfits from some of our participating countries. Around The World Cultural Food Festival creates a Cultural and Educational Experience like no other in the DMV. Our restaurants do not only sell food; they showcase, educate and teach their culture through food. With only one (1) restaurant per country ~ we are carefully selecting the best of the best for our attendees! The festival delivers a once in a year experience in which our vendors are encouraged to present The Best of The Best from their countries. Where you can find us — Oronoco Bay Park, 100 Madison St, Alexandria, VA 22314 (downtown Old Town Alexandria). If you are a Vendor interested in being part of the event, please register on the link below: ***Please note that the event is being held in accordance with the CDC and Virginia Health Department’s regulations.",NON-EVENT,0,https://chiceventsdc.com/around-the-world-cultural-food-festival/,1278,213
All Events are Admission Free.,NON-EVENT,0,https://chiceventsdc.com/national-harbor-arts-crafts-fair/,30,5
"Do you qualify? And if so. where do you apply? Well… we have some answers below:   Round 2 of the SBA’s Paycheck Protection Program (PPP) opened on Monday, Jan. 11, 2021. For the first week of PPP2, the program is only available to small businesses applying at community financial institutions (CFIs). These lenders provide funding […] As more and more small business are struggling with making ends meet during this pandemic, we wanted to see if there are any options for arts and crafts vendors to maybe find funding for our fellow artisans. This pandemic hit home for so many of us and it’s really encouraging to see efforts from government […] As we are all cooped up inside our homes and under the “stay at home” order which most states have in place currently, the events industry, all together, has been faced with a new challenge – how to survive the novel coronavirus pandemic?  Event organizers together with arts and crafts vendors, food vendors, independent consultants […] Here are our top seven tips:   Keep It Simple. Keep your display simple and eye catching. … Draw People In. Make sure there’s a reason for people to stop by, and more importantly stay, at your booth. … Stay Front and Center. Never sit or stand behind your booth. … Be Smart About Your […] We have created this short weekly blog only to provide more help understanding both Vendors and Event Organizers and create a common ground for both parties. Please remember that this should be a team work, not a competition. We are involved with both parties on a regular basis and we hope this weekly blog will […] I recently joined a Facebook group of arts & crafts vendors and while reading through different posts and comments, I realized that a lot of vendors are complaining about different events they participated in and blaming the organizer for the lack of advertising. While in some cases this could be true, vendors also need to […] We are introducing you to the latest trends in the Events industry from the best designers worldwide. We are also showcasing the most fashionable events in the Washington DC Metro Area, so make sure you follow our blog! Enjoy!!",NON-EVENT,1,https://chiceventsdc.com/blog/,2148,374
2023 Attendance per Event ~ 2022 Attendance per Event ~,NON-EVENT,1,https://chiceventsdc.com/old-town-alexandria-arts-crafts-fair/,55,10
"Old Town Manassas Christmas Market Silver Spring Arts & Crafts Arts & Crafts Summer Fair – Silver Spring, MD Arts & Crafts Spring Fair – Silver Spring, MD – Silver Spring Arts & Crafts Fall Fair – Silver Spring Arts & Crafts Summer Fair – Manassas Arts & Crafts Summer Fair – Silver Spring Arts & Crafts Spring Fair Holiday Arts & Crafts Fair – Silver Spring Holiday Arts & Crafts Fair Arts & Crafts Fall Fair – Clarendon Central Park – Crafts & Pizza Holiday Fine Arts & Crafts",NON-EVENT,0,https://chiceventsdc.com/arts-crafts-event-photos/,478,90
"2019, Sept.14 – World Heritage Festival & Festival of Kites ~ Manassas, VA 2019, Sept.7 – World Heritage & Festival of Kites ~ Richmond, VA",NON-EVENT,1,https://chiceventsdc.com/cultural-events-photos/,139,25
"2019, August 24,World Heritage Festival &",EVENT,2,https://chiceventsdc.com/cultural-events-photos/,41,6
"Festival of Kites – Leesburg, VA Around the World Cultural Food Festival –  Freedom Plaza, Washington DC 2019, August, International Food & Craft Fair – Silver Spring, MD 2019, July, World Heritage Festival ~ Baltimore, MD",NON-EVENT,0,https://chiceventsdc.com/cultural-events-photos/,222,36
"2019, June 29, World Heritage Festival ~ Fredericksburg, VA 2019 June 23, World Heritage Festival ~ Silver Spring, MD",EVENT,2,https://chiceventsdc.com/cultural-events-photos/,117,19
"World Heritage Festival & Festival of Kites ~  Leesburg,VA Latin Heritage Festival – Silver Spring, MD World Heritage Festival ~ Manassas, VA 2018, June, World Heritage Festival –",NON-EVENT,0,https://chiceventsdc.com/cultural-events-photos/,179,28
"Taste of the World Cultural Festival – October 2017, Dumfries,VA Taste of the World Cultural Festival – August 2017, Leesburg, VA Around the World Cultural Food Festival – June 2017, National Mall, Washinghton DC",EVENT,2,https://chiceventsdc.com/cultural-events-photos/,212,34
"You are invited to be part of our Arts & Crafts events! Our Vendors will enchant you with their wide selection of products and our food vendors will delight you with their array of dishes. Kids will enjoy face painters, henna artist and balloon twister (these vary from event to event). All our events are Admission Free. To register for the Arts & Crafts Fairs, please click HERE or one one of the Event Flyers below: May Old Town Alexandria Art Show and Spring Craft Fair/ Mother’s Day Celebration ~ Veterans Plaza, Silver Spring, MD   ~ May Silver Spring Arts & Crafts Spring Fair/ Mother’s Day Celebration ~ Veterans Plaza, Silver Spring, MD   ~ October Silver Spring Arts & Crafts Fall Fair – Veterans Plaza, Silver Spring, MD ~ Old Town Manassas Art Show and Fall Craft Fair ~ Manassas Museum, Manassas, VA – 1,500 people December Silver Spring Christmas Market and Holiday Craft Show – Veterans Plaza, Silver Spring, MD  ~ December Old Town Manassas Christmas Market and Holiday Craft Show – Manassas Museum, Manassas, VA – December Old Town Alexandria Christmas Market and Holiday Craft Show – John Carlyle Square, Alexandria, VA ~ TBA",NON-EVENT,1,https://chiceventsdc.com/silver-spring-arts-crafts-fair/,1143,196
"Use code ""LOVE"" to save 10% on All Virtual Runs and Running Medals Log 2025 Full Moon Miles Here Item added to your cart JOIN OUR VIP MEMBERSHIP PROGRAM! You can still join our 2025 Full Moon Challenge to learn about our VIP Membership Program and Saving 50% on ALL Races! VIEW ALL SUBMITTED RESULTS HERE! Submitting results is optional.  They are all collected in a spreadsheet and you can view the spreadsheet with results HERE! Let customers speak for us Great looking medals. Fun time. Used this as a chance to get the kids moving. Bought  crazy socks and made it an activity. I have been using the medals to help with my weight lost. Currently  down 74lbs. CLEARANCE - 2024 National Sock Day 1M 5K 10K 13.1 26.2 Be Kind to Your Mind 5k This is a beautiful medal! So glad to support a good cause. 2025 Be Kind to Your Mind 1M 5K 10K 13.1 26.2- Benefitting Mental Health America One of my funniest and cutest medals ever! 2025 BIGFOOT! 1M 5K 10K 13.1 26.2- Benefitting The National Park Foundation I currently have a few family friends fighting cancer and have lost 2 close friends to cancer. So this run meant a lot to me. I was PROUD to run this race :) 2025 World Cancer Day 1M 5K 10K 13.1 26.2- Benefitting Stand Up To Cancer Great medal and always interested in helping our Mother Earth 2025 Earth Day 1M 5K 10K 13.1 26.2- Benefitting Wild Earth Allies Race Through Texas Medal and Bib Great way to Kick of Spring This is an adorable medel with such cute detail.  Thought it would make a great ""welcome to spring"" race. 2025 Welcome to My Garden 1M 5K 10K 13.1 26.2- Benefitting Growing Hope Globally Be Kind to Your Mind Beautiful medal and great cause 2025 Race to Read 5k I am a huge reader and am trying to get back into running. The medal is beautiful and hangs nicely in my library 2025 Race to Read 1M 5K 10K 13.1 26.2 - Benefitting Donors Choose Anytime you can save money on something you love it's a win win! Virtual Run Events VIP Member and Loyalty Program! The Truth Is Out There 10k Great way to keep motivated, Currently  using the 5k-10k to stay active during  my weight lost journey.  Down 74lbs so far. Definitely  will continue, shipping  was fast and I have my eye on two more medal to add to my newly  started collection/ hobby. 2025 The Truth Is Out There 1M 5K 10K 13.1 26.2 - Benefitting National MS Society Love the metal, reminds of living there and enjoying my time there. Race Through North Carolina Medal and Bib CLEARANCE - 2024 Halfling Hustle 1M 5K 10K 13.1 26.2",NON-EVENT,0,https://www.virtualrunevent.com/pages/2025-full-moon-challenge-1,2502,464
"We created Virtual Run Events in April 2015 because we LOVE running! And even more, we LOVE connecting with runners.",EVENT,2,https://www.virtualrunevent.com/pages/2025-full-moon-challenge-1,116,20
Do not sell or share my personal information Choosing a selection results in a full page refresh. Opens in a new window.,NON-EVENT,0,https://www.virtualrunevent.com/pages/2025-full-moon-challenge-1,120,22
Out of stock (0 products) The highest price is $699.00 2025 Cat Day 1M 5K 10K 13.1 26.2 - Benefits Alley Cat Allies 2025 Day of the Dog 1M 5K 10K 13.1 26.2 – Benefitting Freedom Service Dogs of America 2025 Easter 1M 5K 10K 13.1 26.2- Benefitting Easter Seals 2025 Elephant Stampede 1M 5K 10K 13.1 26.2- Benefitting The Elephant Sanctuary,NON-EVENT,0,https://www.virtualrunevent.com/collections/all,338,62
"2025 Fourth of July 1M, 5K, 10K, 13.1, 26.2 – Benefitting Homes for Our Troops",EVENT,2,https://www.virtualrunevent.com/collections/all,78,15
"2025 Full Moon Challenge 12K and 12M - Benefits Soles 4 Souls 2025 Global Running Day 1M, 5K, 10K, 13.1, 26.2 – Benefitting Soles 4 Souls",NON-EVENT,1,https://www.virtualrunevent.com/collections/all,137,26
"2025 Gobble Til You Wobble 1M, 5K, 10K, 13.1, 26.2 – Benefitting Feeding America - Starts Shipping Out September 2025",EVENT,2,https://www.virtualrunevent.com/collections/all,117,20
2025 Happy Birthday To Me 2025- Benefitting Make a Wish Foundation 2025 I Have a Dream 1M 5K 10K 13.1 26.2- Benefits Equal Justice Initiative 2025 International Women's Day 1M 5K 10K 13.1 26.2 2025 I’m Your Huckleberry 1M 5K 10K 13.1 26.2 - Benefits First Star (medals start shipping out mid-July). 2025 Memorial Day 1M 5K 10K 13.1 26.2- Benefitting Operation Gratitude,NON-EVENT,1,https://www.virtualrunevent.com/collections/all,369,63
Race Through America Series - ALL 50 MEDALS AND BIBS! Race Through Florida Medal and Bib Race Through Ohio Medal and Bib Race Through California Medal and Bib Race Through Indiana 1M 5K 10K 13.1 26.2 Medal and Bib Race Through Virginia 1M 5K 10K 13.1 26.2 Medal and Bib Race Through Arizona  Medal and Bib Race Through Alaska Medal and Bib Race Through Hawaii Medal and Bib Race Through Washington Medal and Bib Race Through Colorado  Medal and Bib Race Through Louisiana Medal and Bib Race Through Michigan Medal and Bib,NON-EVENT,0,https://www.virtualrunevent.com/collections/race-thru-america-series,521,92
Make A Difference....One Race At A Time,NON-EVENT,0,https://www.virtualrunevent.com/pages/about-us,39,7
"We created Virtual Run Events in April 2015 because we LOVE running! And even more, we LOVE connecting with runners. Shortly after we created Moon Joggers, we began to realize that we could encourage people to get out and get moving, AND make a difference throughout the world by creating fun and unique events to raise money for various charities and causes. For each event we design a unique medal, invite people to get out and run (or walk) their own race, at their own pace and choose a charity to donate a portion of the proceeds to.",EVENT,2,https://www.virtualrunevent.com/pages/about-us,538,98
